Rest_id,Rest_name,Cuisines,CFT,Locality,Total_Orders,Late_Night_Orders,Priority,Zomato_Ratings,Zomato_total_votes
211,Tandoor Hut,"North Indian,Chinese",400,5th Block,1624,67,P1,3.8,885
212,Hunan,"Chinese,Seafood,Thai",1000,5th Block,103,2,P1,4,1598
213,Maria's Goan Kitchen,Goan,500,7th Block,269,-,P2,3.5,222
214,Kritunga,"Andhra,Biryani",500,5th Block,1711,-,P1,3.5,690
216,China Bowl,Chinese,700,6th Block,543,-,P2,3.6,378
218,Anand Sweets and Savouries,"North Indian,Fast Food",300,5th Block,1793,-,P1,-,-
219,Anjappar,"Chettinad,South Indian",600,4th B Block,1379,19,P1,3.6,975
221,Tunday Kababi,"Lucknowi,Mughlai",500,5th Block,1008,55,P1,3.5,885
223,Truffles,"Cafe,American",650,5th Block,7235,-,P0,4.7,9958
225,Chalo Punjab,North Indian,750,6th Block,557,-,P2,3.8,588
226,Delhi Food Point,North Indian,250,1st Block,2578,-,P2,3.3,347
227,Via Milano,Italian,1500,4th Block,222,37,P1,4.1,1248
232,Hole in the Wall,"American,Cafe",650,4th Block,2894,-,P0,-,-
234,Uday Sweets,Fast Food,100,5th Block,709,-,BLANK,-,-
235,Oriental Kitchen,"Chinese,Thai",1000,4th Block,147,-,P2,3.8,962
237,Anupam's Coast II Coast,"North Indian,Chinese,Mangalorean,Seafood",1000,6th Block,841,-,P1,-,-
238,Mad Over Donuts,Desserts,350,7th Block,371,-,P2,4,505
240,Mustard Cafe,"Continental,Cafe",600,1A Block,184,-,P2,3.7,560
241,Anjappar,"Chettinad,South Indian",600,100 Feet Road,1209,-,P2,3.3,548
243,Chakum Chukum,Fast Food,400,100 Feet Road,2515,224,P1,3.8,1261
244,Curries and Pickles,"North Indian,Andhra",400,Double Road,455,-,P3,-,-
246,Kim Lee,Chinese,650,Double Road,606,1,P1,3.4,232
248,New Punjabi Hotel,North Indian,250,80 Feet Road,3991,-,P2,3.2,71
249,NH8,"North Indian,Rajasthani,Gujarati",700,80 Feet Road,280,-,P1,3.9,1663
250,Sethji Homemade Food,North Indian,200,100 Feet Road,1022,-,P1,2.8,195
251,Singh Saab,North Indian,700,100 Feet Road,314,-,P2,3.2,199
252,Tadka Singh,"Punjabi,North Indian",300,CMH Road,894,182,P1,-,-
253,Tayabbs Rolls and Grills,Fast Food,250,80 Feet Road,1590,338,P1,-,-
254,Treat,"Mughlai,North Indian",800,80 Feet Road,704,-,P2,3.5,304
256,Yogisthaan,"Cafe,Healthy Food",600,Double Road,1653,11,P1,3.9,768
258,Chinita,Mexican,1100,Double Road,511,-,P0,-,-
260,Kadai Crust,"Biryani,Chettinad,South Indian",150,Double Road,833,279,P1,3.5,233
262,Anand Sweets and Savouries,"Snacks,Desserts",300,Old Airport Road,1059,-,P1,-,-
263,Cupcake Noggins,Desserts,150,4th Block,587,-,P1,4,609
265,Popsies,Chinese,550,5th Block,830,-,P1,3.5,762
267,Tea Brew,"Continental,Cafe",350,Double Road,532,-,P1,3.7,634
268,Bhukkad,"Cafe,Fast Food,Healthy Food",400,4th Block,2310,-,P2,3.9,434
270,Donne Biryani House,Biryani,200,7th Block,3405,-,P2,3.4,115
273,A Hole Lotta Love Cafe,"American,Cafe",500,5th Block,1527,-,P1,-,-
274,Paradise Biryani,"North Indian,Biryani",600,CMH Road,4830,-,P1,3.6,1838
275,Mani's Dum Biryani (Jyoti Nivas Rd),"Andhra,Biryani",400,5th Block,1334,1,P3,3.4,559
278,Ants Cafe,Cafe,800,100 Feet Road,339,-,P1,3.7,1164
280,Carrots,"North Indian,Desserts,Italian,Cafe,Healthy Food",1000,6th Block,80,-,P2,3.6,441
282,Ji Hazoor,"North Indian,Mughlai,Afghani",1000,Vaidehi Hospital Circle,62,-,P1,3.2,1552
283,Gusto's Pizza,"Italian,Pizzas",500,ITPL Main Road,99,-,P3,-,-
284,Aathurar,"Biryani,Chettinad,South Indian,Seafood",500,Jeevan Bhima Nagar,367,-,P1,3.2,274
286,Mani's Dum Biryani (Jakkasandra),"Andhra,Biryani",400,1st Block,1953,1,P1,3.6,217
287,Fish & Fries,"Continental,Seafood,Mediterranean",700,Sector 2,429,-,P1,3.5,426
288,Northam's Pizza Pita,"Italian,Pizzas",350,Sector 2,418,-,P0,3.8,552
289,Art Blend Cafe,"Chinese,Cafe,Continental",750,Sector 2,462,-,P1,3.3,689
295,Kumarakom,"Kerala,South Indian",800,Sector 4,186,-,P1,3.6,944
297,Parika,"North Indian,Chinese,Mangalorean,Seafood,Thai",800,Sector 3,166,3,P1,3.5,414
299,The Moghul's,"North Indian,Lucknowi,Mughlai",650,Sector 4,138,-,P1,3.3,410
304,A2B Veg,"North Indian,Chinese,Desserts,South Indian",450,BDA Complex,2161,-,P1,-,-
305,A2B Veg,"North Indian,Chinese,Desserts,South Indian",450,7th Block,1880,-,P1,-,-
307,A2B Veg,"North Indian,Chinese,Desserts,South Indian",450,1st Stage,2778,-,P1,-,-
308,Bangaliana,Bengali,500,7th Block,885,-,P1,3.6,319
309,Bangaliana,Bengali,500,Sector 1,959,-,P2,3.3,192
312,Beijing Bites,"Chinese,Thai",500,5th Block,877,-,P1,3.5,321
316,Vasudev Adigas,"North Indian,Chinese,South Indian",300,4th Block,2765,-,P5,2.3,195
317,Kuttanadu,"North Indian,Chinese,Kerala",700,Sector 1,1166,-,BLANK,-,-
322,Madurai Idly Shop,South Indian,150,6th Block,3265,-,P3,3.5,334
323,Madurai Idly Shop (80 ft. Road),South Indian,150,80 Feet Road,7085,-,P1,3.3,570
325,Sree Krishna Kafe,South Indian,200,1st Block,3504,-,P1,4.1,658
327,Vasudev Adigas,"North Indian,Chinese,South Indian",300,2nd Stage,2438,-,P5,2.7,255
328,Kataria's Pakwan,North Indian,350,2nd Stage,146,-,P2,2.8,81
330,New Kabab Plaza,"North Indian,Fast Food",500,2nd Stage,423,-,P3,2.7,59
333,Beijing Bites,"Chinese,Thai",500,2nd Stage,431,-,P1,2.6,289
334,Snack Knack,"North Indian,Chinese",200,2nd Stage,255,-,P3,2.8,16
337,Marwa Restaurant,"North Indian,Chinese,Fast Food,Arabian",600,2nd Stage,529,-,P3,2.8,376
338,Dragon's Kitchen,Chinese,500,Sector 2,862,-,P3,2.6,207
341,Biryani Bowl,"Chinese,Andhra,Biryani",350,2nd Stage,69,-,P2,2.4,98
343,Shuddh Desi Khana,North Indian,350,Bilekahalli,1234,108,P1,-,-
344,Birinz,"Chinese,Biryani,Mughlai",500,2nd Stage,612,2,P1,-,-
346,Momoz,"Chinese,Seafood,Thai,Asian",400,2nd Stage,1683,104,P1,3.7,500
350,Sagar Fast Food,"North Indian,Chinese,South Indian",300,1st Stage,3620,-,P2,-,-
352,Laddoos,"Desserts,Fast Food",200,2nd Stage,1557,-,P3,-,-
354,By The Way,"North Indian,Continental,Italian,Fast Food",750,ITPL,153,-,P2,3.5,287
360,Beijing Bites,"Chinese,Thai",500,ITPL,605,-,P2,2.5,259
361,Cafe Petu,"North Indian,Chinese,Cafe",300,ITPL,996,-,P2,3.4,206
362,Eat Eroo - Bombay Vada Pav,Street Food,100,Outer Ring Road,294,-,P2,3.7,179
364,East Delicious,"Chinese,Thai",500,Kundanahalli Gate,1677,1,P1,3.6,329
368,Cross Roads Cafe,"American,Italian,Fast Food,Mexican,Cafe",650,80 Feet Road,37,-,P2,-,-
369,T & U,"North Indian,Fast Food",350,Sector 1,866,-,P1,3.2,247
372,Moti's Kitchen,"Kerala,South Indian",200,Seethappa colony,5962,1,P2,-,-
374,Adupadi,"Chettinad,South Indian",700,Double Road,165,-,P3,-,-
375,The 19th Main Cafe,"North Indian,Chinese,Cafe",500,Sector 2,265,29,P2,3.1,216
376,The Little Chef,"North Indian,Chinese",500,Sector 1,220,-,P2,3.1,115
381,Vasudev Adigas,"North Indian,Chinese,South Indian",300,7th Sector,5395,-,P1,3.4,361
383,Gyaani Da Punjabi Dhaba,North Indian,500,2nd Stage,1483,-,P1,-,-
385,Juice Junction,"Fast Food,Juices",150,5th Block,2304,-,P2,3.4,41
386,Cafe Thulp,"Cafe,American",1000,1st Block,1067,-,P1,3.8,2534
390,Kakaji,North Indian,350,ITPL,518,-,P5,3.2,153
392,Suryawanshi,Maharashtrian,450,ITPL,245,-,P1,3.8,620
393,Krishna Punjabi,North Indian,450,ITPL,143,57,P3,2.4,73
396,Goli Vada Pav No. 1,Maharashtrian,200,ITPL Main Road,498,-,P3,2.9,95
397,Pabrai's Fresh and Naturelle Ice Creams,Desserts,180,Sector 1,709,70,P0,-,-
398,Tasty Treat,"North Indian,Chinese",400,Sector 2,342,-,P3,2.8,69
399,Boondock Bistro,"American,Continental,Cafe",900,Whitefield Main Road,439,-,P1,3.6,1028
401,Hyderabad Cuisine Multicuisine Restaurant,"North Indian,Chinese",600,Ramagondanahalli,396,-,P1,3.3,192
402,Kapoor's Cafe,North Indian,400,Thubarahalli,2411,-,P1,4.1,2264
403,Happy Endings,"Desserts,Bakery",500,ITPL,57,-,P2,-,-
407,Moriz Restaurant,"North Indian,Chinese,Seafood,Biryani",500,AECS Layout,4064,-,P1,2.5,1200
408,Hotel Alpha,"North Indian,Chinese,Biryani",600,ITPL,377,-,P2,2.9,95
409,The Egg Factory,"Continental,Mexican",550,ITPL,562,-,P1,3.7,582
410,Noodle Bar,Chinese,1200,Phoenix Market City,104,-,P1,-,-
411,The Pizzeria,"Italian,Pizzas",600,Outer Ring Road,117,-,P2,3,145
418,Ande Ka Funda,"North Indian,Fast Food",100,Shymala Reddy Dental College Road,466,-,P3,2.5,37
421,Delhi Walle,"North Indian,Fast Food",300,Outer Ring Road,485,-,P2,2.3,195
423,Stoner (Now includes Bakester),"Ice Cream,Pizzas",300,100 Ft. Road,2277,473,P0,4.4,1851
425,Hotel Empire,"North Indian,Chinese,South Indian,Biryani",700,5th Block,2421,551,P3,-,-
426,Hotel Empire,"North Indian,Chinese,South Indian,Biryani",700,Sector 6,2084,621,P3,-,-
427,Hotel Empire,"North Indian,Chinese,South Indian,Biryani",700,80 Feet Road,3558,1020,P3,-,-
428,Biryani Pot,"North Indian,Biryani",500,Madiwala Junction,857,139,P1,3.4,451
429,Barbeque Station,"North Indian,Chinese",700,7th Block,152,63,P3,2.6,69
432,Calcutta Victoria Chat House,Fast Food,150,Jeevan Bhima Nagar,2193,-,P2,3.2,164
434,Retro,"North Indian,Chinese",350,Halasuru,152,-,P2,-,-
435,Bamey's Restro Cafe,"Chinese,Thai,Nepalese",600,5th Block,218,-,P2,3.7,332
436,Anjappar,"Chettinad,South Indian",600,Sector 6,984,12,P1,2.9,190
440,Ande Ka Funda,"North Indian,Fast Food",150,Tulasi Theatre Road,305,-,P2,-,-
443,Alibaba Cafe and Restaurant,"Mediterranean,Lebanese,Arabian,Persian",700,MM Road,72,-,P1,3.6,344
444,Pista House,"North Indian,Biryani",600,MM Road,688,-,P2,3.7,230
446,Altaf's Chillies Restaurants,"North Indian,Chinese",250,Cooke Town,818,-,P2,3.3,106
448,Taipan,Chinese,700,Coles Road,357,-,P2,-,-
450,Hotel Empire,"North Indian,Chinese,South Indian,Biryani",700,Mosque Road,1093,-,P3,-,-
453,Chichabas Taj,"North Indian,Biryani,Mughlai",350,MM Road,644,-,P1,3.5,281
455,Anand Sweets and Savouries,"Snacks,Desserts",300,MM Road,423,-,P3,-,-
456,Beijing Bites,"Chinese,Thai",800,Mosque Road,586,-,P2,3.1,106
458,Happy Belly Bakes,"Cafe,Bakery",350,Richards Town,160,-,P2,-,-
464,Urban Solace,"American,Continental,Cafe",500,Ulsoor Lake,533,-,BLANK,3.4,359
467,Zaks Mediterranean Cuisine,"Mediterranean,Lebanese,Arabian",700,Coles Road,204,-,P2,-,-
468,Mani's Dum Biryani,Biryani,400,Sarjapur Outer Ring Road,1428,-,P1,3.4,390
469,Happy Endings,"Desserts,Bakery",500,Outer Ring Road,91,-,P1,3.6,305
472,Gusto's Pizza,"Italian,Pizzas",500,Bellandur Main Road,117,-,P2,-,-
474,Rangla Punjab,"North Indian,Chinese,Punjabi",200,Outer Ring Road,267,-,P2,2.4,158
475,The Rasaganga,"North Indian,Chinese,South Indian,Fast Food",500,Outer Ring Road,5402,-,P1,-,-
476,Punjabi Tadka,"North Indian,Chinese",200,Outer Ring Road,1032,1,P2,2.5,228
487,Beijing Bites,"Chinese,Thai",500,Next To Spencer Super Market,1006,-,P2,2.4,179
489,Folklore,Kerala,450,Doddakanehalli,354,-,P5,3.2,176
491,La Casa,"North Indian,Chinese,American,Continental,Italian",1000,Kasavanahall,457,-,P1,3.6,534
498,RRoyal Rajasthan,"North Indian,Rajasthani",500,Kaikondrahalli,456,-,P1,3.1,372
502,Kaati Zone,"Biryani,Fast Food",300,Aecs Layout,488,105,P2,2.4,91
505,Bite Me,Desserts,150,100 Feet Road,426,-,P2,3.9,492
506,Bite Me,Desserts,150,4th Block,186,-,P2,3.8,121
508,Abbabi Chicken,"Fast Food,Arabian",200,Sarjapur Road,373,-,P2,3.4,92
509,Mast Kalandar,North Indian,400,Opposite Mega Mart,497,-,P2,2,129
511,Mealbox Of The Day (The Little Chef),"North Indian,Chinese,Cafe",160,Sector 1,76,-,P2,-,-
513,Helloo Delhi,North Indian,900,Sector 3,1342,-,P1,3.5,731
514,Mast Kalandar,North Indian,400,Outer Ring Road,237,-,P5,2,286
516,Mast Kalandar,North Indian,400,Sector 4,926,-,P2,2.1,252
517,Mast Kalandar,North Indian,400,6th Block,318,-,P2,2.4,192
518,Mast Kalandar,North Indian,400,4th Block,385,-,P5,2.3,533
520,Mast Kalandar,North Indian,400,Outer Ring Road,449,-,P2,2.2,266
521,Mast Kalandar,North Indian,400,Sundari Armadale,746,-,P2,2.2,58
522,Mast Kalandar,North Indian,400,CMH Road,382,-,P3,2.4,254
523,Cinnamon,"North Indian,Chinese",400,11th Main Road,321,-,P1,3.6,328
527,The Donut Baker,"Desserts,Bakery",100,Forum Mall,48,-,P3,-,-
529,The Donut Baker,"Desserts,Bakery",100,Kundanahalli Gate,40,-,P5,-,-
530,The Donut Baker,"Desserts,Bakery",100,2nd Stage,136,-,P4,-,-
531,Mast Kalandar,North Indian,400,Old Tank Road,1251,-,P5,2.4,30
532,The Egg Factory,"Mexican,Continental",550,5th Phase,839,-,P1,3.6,1088
534,Beijing Bites,"Chinese,Thai",800,7th Phase,220,-,P2,3.2,117
535,Beijing Bites,"Chinese,Thai",800,Arekere,828,-,P5,2.3,120
536,Wow Vada Pav,Fast Food,150,Panduranga Nagar,380,-,P5,-,-
538,Bangaliana,Bengali,500,Arekere,967,-,P5,-,-
540,Intalia,Italian,700,Hulimavu,176,-,P3,3.4,34
543,Kabab Treat,"North Indian,Chinese,South Indian",500,Arekere,1111,65,P5,2.4,48
548,Zhangs Dynasty,Chinese,600,Arekere Gate,116,-,P5,2.3,152
549,Anand Sweets and Savouries,"North Indian,Fast Food",300,Hulimavu,2031,-,P0,-,-
554,Seasons,"North Indian,Chinese,Seafood,South Indian,Thai",800,Bilekahalli,775,47,P2,3.4,322
557,Tiwari's Ghee Paratha & Chaat,North Indian,200,Bilekahalli,656,-,P3,-,-
561,Tandoor Hut,"North Indian,Chinese",500,Bilekahalli,92,-,P1,1.9,74
568,Punjabi Food Corner,"North Indian,Chinese",350,7th Phase,520,-,P3,2.5,84
569,Pizza Stop,"Italian,Pizzas",500,4th Phase,282,-,P3,3.6,324
571,Sampoorna,"North Indian,Chinese",600,5th Phase,79,-,P3,2.9,51
572,Sree Krishna Kafe,South Indian,200,5th Phase,1605,-,P2,-,-
574,Spice Up,"North Indian,Chinese",400,2nd Phase,597,-,P3,3.3,67
583,Hotel Empire,"North Indian,Chinese,South Indian,Biryani",700,3rd Block,1030,1,P3,-,-
585,Krazzy Folds,"Italian,Mexican",800,4th Block,271,-,P1,4.1,1292
589,Kabab Magic,"North Indian,Chinese,Biryani,Tandoor",250,9th Block,8039,1,P1,-,-
593,Anand Sweets and Savouries,"Snacks,Desserts",300,4th Block,334,-,P3,-,-
601,Litti Twist,"North Indian,Fast Food",250,2nd Stage,869,-,P1,3.9,269
603,Petoo,"North Indian,Andhra,Biryani,Chaat,Desserts,Bengali,Fast Food,Hyderabadi,Beverages",400,7th Sector,379,-,P3,-,-
604,Aalishan Restaurant & Caterer,"North Indian,Mughlai",500,7th Block,869,-,P1,3.4,711
607,Decker's Lane,"North Indian,Bengali,Tandoor",350,Kundanahalli Gate,620,-,P2,2,162
608,Kerala Pavilion,"Kerala,Seafood",300,Domlur Layout,2164,-,P3,-,-
611,Chinese Street,Chinese,450,Garudacharpalya,1218,-,P5,2.5,67
612,Rolls On Wheels,Fast Food,300,1st Block,1473,-,P3,2.2,111
613,Dum and Oven,"North Indian,Biryani,Indian",500,7th Block,221,-,P5,-,-
616,Danny Lamba's Punjabi Dhaba,"North Indian,Chinese,Biryani",600,Double Road,333,34,P3,-,-
620,Shanmukha,"North Indian,Chinese,Biryani",700,Outer Ring Road,786,-,P1,2.7,539
622,Axomi - Taste of Assam,Assamese,500,7th Block,778,-,P2,3.7,414
624,Kaati Zone,"Biryani,Fast Food",300,6th Block,653,282,P4,2.4,21
625,Beijing Bites,"Chinese,Thai",800,Jeevan Bhima Nagar,1023,-,P2,2.6,162
626,Lucknowiz,Lucknowi,550,1st Block,418,-,P2,2.7,216
630,Daily Bread,"Desserts,Italian,Fast Food,Bakery",350,4th Block,56,-,P3,-,-
635,Punjabi Tadka,"North Indian,Chinese",450,Sector 1,903,-,P2,2.3,113
637,Cup Shup,"Fast Food,Cafe",250,100 Feet Road,106,-,P3,-,-
639,Little Orissa,"North Indian,Chinese,Bengali,Seafood,Oriya",400,100 Feet Road,739,-,P1,-,-
643,Mynutrikitchen,"North Indian,Healthy Food",160,Near Born Babies,438,-,P3,3.4,37
644,Moti Mahal Delux,"North Indian,Mughlai",1000,Sector 2,261,1,P2,2.7,205
645,Shanmukha,"North Indian,Chinese,Biryani",700,9th Block,2092,-,P2,3.3,181
646,Chai Point,Cafe,150,4th Block,1551,-,P3,2.6,87
648,Kollapuri's,"North Indian,Maharashtrian",600,4th Block,435,-,P3,2.8,105
649,Tandoori Nights Park Inn Restaurant,"North Indian,Chinese",500,4th Block,340,-,P2,3.3,111
650,Bon Aroma,"North Indian,Continental,Italian,Mexican",1050,5th Block,13,-,P2,3.2,146
652,Pizza Stop,"Italian,Pizzas",500,4th T Block,209,-,P4,2.7,92
653,Nandhini Deluxe,"North Indian,Chinese,Andhra",550,4th Block,415,-,P2,3.1,238
659,The Chocolate Room,"Desserts,Cafe",300,9th Block,259,-,P2,3.5,85
663,Rolls On Wheels,Fast Food,300,Aswath Nagar,533,-,P3,2.7,47
664,Chai Point,Cafe,150,Brigade Metropolis,1850,-,P5,3.2,14
665,Chai Point,Cafe,150,ITPL,448,-,P5,-,-
667,Chai Point,Cafe,150,Yamalur,110,-,P2,-,-
668,Chai Point,Cafe,150,6th Block,1645,-,P2,3.8,235
669,Chai Point,Cafe,150,2nd Stage,1285,-,P3,-,-
671,Chai Point,Cafe,150,Kaikondrahalli,2610,-,P2,3.3,127
672,Jalsa,"North Indian,Mughlai",1500,Doddannakundi,357,-,P1,3.8,1245
673,Juicemaker,"Juices,Desserts,Fast Food",200,8th Block,1285,-,P3,3.3,109
675,Punjabi Tadka,"North Indian,Chinese",450,Outer Ring Road,653,-,P2,2.2,189
676,Chai Point,Cafe,150,5th Block,2367,-,P2,3.8,137
678,Pizza Stop,"Italian,Pizzas",500,Service Road,292,-,P3,3,125
679,Pizza Stop,"Italian,Pizzas",500,4th Block,417,-,P2,3.5,201
681,Polar Bear,"Desserts,Fast Food,Cafe",200,Sector 3,233,-,P2,-,-
682,Cream Stone,"Ice Cream,Desserts",400,CMH Road,906,-,P1,-,-
683,Cream Stone,"Ice Cream,Desserts",200,Sector 6,1934,346,P1,4,803
685,Daily Bread,"Desserts,Italian,Fast Food,Bakery",300,80 Feet Road,65,-,P3,-,-
686,Daily Bread,"Desserts,Italian,Fast Food,Bakery",300,Garudacharpalya,108,-,P5,-,-
690,Sweet Moments,"Desserts,Chaat",100,Kammanahalli,910,-,P2,3.6,47
694,Cafe Thulp,"American,Cafe",1000,CPR Layout,581,-,P1,3.6,453
695,Calcutta Victoria Chat House,Fast Food,200,2nd Main Road,1329,-,P2,-,-
699,Navrang Fast food,"North Indian,Chinese",250,Kammanahalli,581,-,BLANK,-,-
700,Paranthas and Dosas,"North Indian,South Indian",400,HRBR Layout,820,-,P1,3.6,234
702,Prawn Crunch,"Fast Food,Seafood",400,Kalyan Nagar,61,-,P3,-,-
703,Taste Of Bengal,"North Indian,Bengali",300,Kalyan Nagar,991,-,P2,3.1,78
704,Shaan-E-Punjab,"North Indian,Punjabi",350,HRBR Layout,256,-,P2,-,-
705,Shahi-Asli Hyderabadi Khana,"North Indian,Biryani",500,HRBR Layout,394,-,P5,2.6,35
706,Cafe China,Chinese,550,Banaswadi,131,-,P2,-,-
709,Leon's Take Away,"North Indian,Chinese,Fast Food",450,Banaswadi,586,-,P1,3.5,128
712,Pizza Stop,"Italian,Pizzas",500,10th Main Road,153,-,P1,3.5,99
713,Sri Sai Grand (Hyderabadi Dum Biryani),"Biryani,Mughlai",500,Banaswadi,169,-,P5,3.1,70
714,Shanghai Kitchen,"North Indian,Chinese",400,Horamavu Main Road,142,-,P3,-,-
718,Patio-The Resto Cafe,"Chinese,American,Continental",300,Banaswadi,427,-,P2,-,-
720,The Pizzeria,"Italian,Pizzas",600,Kasturi Nagar,290,-,P1,3.6,210
721,The Rasoi,North Indian,350,Banaswadi,764,-,P2,2.8,51
722,Hi Seoul,Korean,800,Kalyan Nagar,74,-,P2,-,-
726,Cafe Thulp,"American,Cafe",1000,80 Feet Road,1252,-,P1,3.8,1057
728,Ambarsariya,North Indian,500,Supermart I,77,-,P2,3.3,92
730,Apni Rasoi,North Indian,300,South City 2,536,-,P2,3.2,37
732,Capital Restaurant & Bar-Be-Que,North Indian,450,Sector 31,1196,-,P2,2.7,172
733,Coffee & Chai Co.,"Italian,Mexican,Cafe",1100,Golf Course Road,28,-,P2,3.6,300
734,Idliss,"North Indian,Chinese,South Indian",250,DLF Phase 3,1661,16,P1,-,-
736,Mamagoto,"Chinese,Thai,Asian",1500,"City Centre, Sector 29",42,1,P3,4.1,901
738,My Food Factory,"North Indian,Chinese,Fast Food",450,DLF Phase 3,118,-,P5,2.8,98
741,Goli Vada Pav No. 1,Maharashtrian,150,Sector 50,296,-,BLANK,3.4,118
742,Goli Vada Pav No. 1,Maharashtrian,150,Phase 1,400,-,P3,3.3,155
756,Corner House Ice Cream,"Desserts,Ice Cream",250,100 Feet Road,6758,-,P1,-,-
757,Corner House Ice Cream,"Desserts,Ice Cream",250,7th Block,5098,-,P1,-,-
760,Viva Hyderabad,"North Indian,Biryani",600,Sohna Road,15,-,P3,2.6,71
766,Biryani Blues,"Biryani,Hyderabadi",750,Supermart I,865,-,P1,3.7,1673
775,Alkauser,"North Indian,Lucknowi,Mughlai",550,DLF Phase 3,139,-,P1,3.6,291
776,Angithi,"North Indian,Chinese",450,DLF Phase 2,525,25,P1,2.8,34
780,Khaaja Chowk,"North Indian,Mughlai",1100,DLF Phase 4,71,-,P1,3.9,560
781,Leaping Caravan,"North Indian,South Indian,Bengali",700,DLF Phase 4,132,-,P1,3.5,346
786,PizzaVito,"Italian,Mediterranean,Lebanese,Pizzas",900,Golf Course Road,35,-,P1,3.3,219
787,Cafe Wanderlust,Cafe,900,DLF Phase 4,157,-,BLANK,3.8,1144
788,Delhicacy,"North Indian,Street Food",320,DLF Phase 4,297,-,P1,3.8,332
789,Kitchen Se,North Indian,300,DLF Phase 3,545,-,BLANK,-,-
790,Grandma's Kitchen,Fast Food,200,DLF Phase 3,28,10,P3,2.5,24
792,Oriental Fusion,"Chinese,Thai,Indonesian,Malaysian",400,Phase 4,208,-,P3,3.4,213
794,Chef Style,North Indian,600,DLF Phase 4,217,-,P2,3.8,259
795,Oriental Fusion,"Chinese,Thai,Indonesian,Malaysian",400,Sector 49,151,-,P2,3.7,74
801,Zaika Punjabi,Fast Food,350,Sector 29,182,-,P2,2.6,82
802,Mirchi Dhaba,North Indian,300,Sushant Lok,634,189,P1,-,-
807,Punjabi Food Inn,"North Indian,Chinese",550,DLF Phase 2,2062,121,P5,2.6,37
812,Bikkgane Biryani,"North Indian,Biryani,Hyderabadi",750,Sector 31,1492,-,P1,3.9,562
817,Eat Well - Eat For A Cause,"North Indian,Chinese,Fast Food",150,Kasavanahalli,165,13,BLANK,-,-
820,Sum Yum Asia,"Chinese,Thai,Asian",600,DLF Phase 4,141,-,P3,2.7,69
830,Hungry Hogs,"Cafe,Fast Food",400,5th Block,176,-,P2,3.7,475
832,Burger Homes,Fast Food,300,DLF Phase 1,86,2,P1,3.5,144
834,M.S Food Point,"North Indian,Chinese",400,DLF Phase 3,22,7,P5,-,-
842,Yo! China,Chinese,900,Phase 4,141,-,P2,3,67
844,Ginger Garlic,Chinese,600,Sector 57,404,-,P2,3,111
846,Maal Gaadi,"North Indian,Mughlai",800,Sushant Lok,30,13,P3,3.3,502
848,Moets Coco Palm,South Indian,1200,DLF Phase 4,40,-,P1,-,-
849,Petooz,"Biryani,Fast Food,Thalis,Tandoor,Street Food",300,Sector 29,36,-,P3,2.3,87
850,Cafe La Pinoz,Italian,800,Saraswati Kunj,19,-,P1,-,-
859,Bikanervala,"North Indian,Chinese,Desserts,Fast Food,South Indian",450,Sector 29,2518,-,P1,3.8,1017
864,Baskin Robbins,"Ice Cream,Desserts",250,DLF Phase 4,2,-,P1,2.8,19
865,Baskin Robbins,"Desserts,Ice Cream",250,Sector 49,67,-,P3,2.6,33
867,Baskin Robbins,"Desserts,Ice Cream",250,Sector 49,27,-,P1,2.8,23
870,A1 Snacks and Food Corner,"North Indian,Chinese,Fast Food",200,DLF Phase 3,76,-,P5,2.6,16
872,The Daily Curry,"Mughlai,North Indian,Chinese,Biryani",600,South City 2,37,1,P3,3.3,142
873,Apni Rasoi,North Indian,300,DLF Phase 3,368,-,P4,3.1,165
875,FoodZilla,"North Indian,Chinese",650,Sushant Lok,66,-,P2,3.3,156
877,Saleem's Takeaway,"North Indian,Chinese,Mughlai",750,DLF Phase 4,14,1,P3,2.3,90
879,Chicken Byte,"North Indian,Mughlai",550,DLF Phase 3,25,2,P5,2.1,35
882,Wangchuk's Tibetan and Ladakhi Kitchen,"Tibetan,Nepalese",650,Sector 47,173,9,P1,3.6,248
884,La Pino'z Pizza,"Chinese,Italian,European,Mexican,Pizzas",800,DLF Phase 1,76,-,P2,4.3,208
887,Captain Bills,"North Indian,Chinese,Italian,Fast Food",750,Golf course road,42,24,P1,2.7,186
889,Kolkata Biryani House,"North Indian,Biryani,Fast Food",600,Sushant Lok,428,-,P5,3.7,156
892,American Bites,Fast Food,400,Kullappa Circle,65,-,P3,-,-
896,Chubalas Curry And Rice,"Goan,Naga,Coastal",400,Kammanahalli,200,-,P2,3.6,122
897,Hotel Empire,"North Indian,Chinese,South Indian,Biryani",700,Nehru Main Road,892,40,P3,-,-
900,29 Degrees North (Pure Veg),"North Indian,Fast Food",250,Banaswadi,1686,-,BLANK,-,-
902,Degchi,North Indian,750,Banaswadi,76,-,P3,3,77
906,Kenny's Chinese Takeaway (Jayabharat Nagar),Chinese,400,Sanjeevappa Layout,268,-,P3,-,-
920,A2B Veg,"North Indian,Chinese,Desserts,South Indian",450,2nd Block,2234,-,P1,-,-
921,Cafe Nukkad,Fast Food,250,Kalyan Nagar,402,-,P1,3.9,53
931,Burger Hut,"Chinese,Fast Food",450,Phase 3,844,-,P1,3.6,329
932,Being Chef,"North Indian,Chinese,Italian",250,Sector 45,522,-,P1,3.3,312
