Rest_id,Rest_name,Cuisines,CFT,Locality,Total_Orders,Late_Night_Orders,Priority,Zomato_Ratings,Zomato_total_votes
6469,Pawan Putra-Kankurgachi,"North Indian,Chinese,Continental,South Indian",700,"Naskar Road, Kakurgachi",73,-,P2,3.7,193
6471,H N S Food Court,"Mughlai,Chinese",200,"Near pantaloons, Kakurgachi",446,-,P5,3.2,45
6473,Food Plaza,"North Indian,Chinese",500,Beliaghata Road,169,-,P5,3.2,59
6474,Bengal Inn,"North Indian,Chinese",500,Beliaghata Road,122,-,BLANK,-,-
6476,Cafeholic,"Fast Food,Cafe",250,Green Lands Road,101,-,BLANK,-,-
6479,Bemisaal,"North Indian,Chinese,Fast Food",400,"District Centre, Janakpuri",90,-,P2,3.5,127
6481,Mad Over Donuts,Desserts,350,Pacific Mall,18,-,P1,-,-
6487,ROFL - Rendezvous Of Food Lovers,"Continental,Italian,Cafe",500,"Opp Wadeshwar, Law College Road",504,-,P1,3.5,221
6488,Chaayos,"Desserts,Italian,Cafe,Indian",250,Udyog Vihar,173,-,P1,3.6,259
6489,Crave,"Chinese,Cafe",400,Road No 12,67,-,P2,3.4,240
6492,Kera Cafe,"Kerala,Continental,Fast Food",250,HRBR Layout,538,-,P2,-,-
6493,Kudla Beach,"North Indian,Chinese,South Indian,Seafood",400,Dr. Rajkumar Road,191,-,P3,-,-
6495,Xtreme Sports Bar,Italian,600,Central Jail Road,92,-,P1,-,-
6497,Sanjivani Ice Cream,"Ice Cream,Street Food",50,Near Akurdi Railway Station,108,-,P5,-,-
6498,Hotel Sandarshini,"North Indian,Chinese,South Indian",150,Road No 1,3842,-,P2,-,-
6499,Rounak,"North Indian,Chinese,Seafood",550,"Sai Chowk, Pimpri Camp",102,-,P5,-,-
6506,Punjabi Kitchen,"North Indian,Chinese",400,Near Mega More,437,34,P5,2.7,42
6507,Chai Shai,"Fast Food,Cafe",200,next to CCD (cafe coffee day ) Symbiosis Branch viman nagar,817,-,P3,3.8,95
6508,Apyayan,"Biryani,Bengali,Seafood",350,Near Eatsome Wakad,195,-,P1,3.4,254
6515,Spice and Ice,Street Food,350,"Premier Plaza, Below Mc Donalds, Old Mumbai Pune Highway",59,-,P3,-,-
6518,Rolls Kitchen,Fast Food,200,Shanthi Nagar,2905,-,P5,-,-
6521,Flavours Inn,"North Indian,Chinese,South Indian",500,Gokul Towers,420,-,P3,2.8,26
6522,Maach Mishti And More,"North Indian,Bengali,Fast Food",400,Bannerghatta Road,96,-,BLANK,-,-
6525,Clove,"North Indian,Chinese,Biryani",600,Jayanagar,37,-,P1,3.4,805
6527,Smoked out Barbecue,"American,Fast Food",800,4th Block,167,-,P1,3.7,812
6531,My Mom's Kitchen,"North Indian,Chinese,South Indian,Bengali",150,Neredmet Road,362,59,P2,-,-
6534,Mad Over Donuts,"Desserts,Cafe,Bakery",300,R City Mall,97,-,P1,3.8,121
6535,Mad Over Donuts,"Desserts,Cafe,Bakery",300,Pheonix Market City,151,-,P1,3.9,194
6540,Cream and Fudge,Desserts,300,Besant Nagar,383,39,P1,3.8,140
6541,Cream and Fudge,Desserts,300,Neelangarai,113,41,P1,2.8,48
6542,Rajdhani,"Rajasthani,Gujarati",400,R City Mall,593,-,P1,-,-
6543,Wraps & Rolls,Fast Food,300,Linking Road,285,-,BLANK,2.4,45
6545,Wraps & Rolls,Fast Food,300,High Street Phoenix,121,-,P4,1.8,18
6549,Pita Burg,Fast Food,400,Peddar Road,73,8,P2,3.9,92
6550,Oye China,Chinese,250,Lajpat Nagar,53,6,P2,-,-
6552,Mayur Pan House,"Chaat,Juices,Paan",100,Boggulakunta Cross Road,816,77,P3,-,-
6558,Liberty Cafe,"Chinese,Italian,Indian",250,Begumpet,105,-,P5,-,-
6562,Mysore Express,"South Indian,Street Food",100,General Chowdary Road,1062,-,P2,3.1,66
6563,The Thickshake Factory,"Desserts,Cafe",300,Thirmulgherry,1059,58,P3,3.6,43
6564,Kolkata Food Plaza,Indian,150,Gopal Reddy Nagar,2097,-,P2,3.4,118
6569,Anjappar,"North Indian,Chinese,Chettinad,South Indian,Seafood",600,Thuraipakkam,200,-,P5,2.6,118
6571,WOW Vada Pav,"North Indian,Fast Food",150,Hitech City Main Road,156,15,P5,2.6,7
6574,Jai Durga Maa Vaishno Dhabha,"North Indian,Punjabi",200,Hitech City Main Road,320,-,P2,-,-
6575,Hotel Sandarshini,"North Indian,Chinese,South Indian",150,Park Lane,655,-,P3,-,-
6577,Zyqa Restaurant,"North Indian,Chinese,Biryani",200,Punjagutta,3152,1448,P5,2.1,116
6579,Universe Bakers,Bakery,100,Defence colony,56,-,P1,-,-
6581,Jai Durga Maa Vaishno Dhabha,"North Indian,Punjabi",120,Somajiguda,461,-,P2,-,-
6582,Subway,"American,Fast Food",500,SR Nagar,2346,184,P3,3.2,120
6583,Blue Star,"Mughlai,Indian,Chinese,Kebabs",250,Balkampet,296,56,P5,-,-
6584,Quikbite,"Chinese,Fast Food,Chaat,Juices",200,SR Nagar Main Road,582,-,P2,3.3,21
6585,Sahara Bakers,"Bakery,Pizzas",150,Chikadpally,912,107,BLANK,-,-
6590,Rolls Mania,Fast Food,250,Akurdi,299,-,P5,2.7,57
6593,Mahlzeit - Berlin Street Food,Street Food,400,Off North Main Road,96,-,P0,4.1,321
6594,Hot Chips,"Street Food,North Indian,South Indian",250,Baby Nagar,1139,-,P1,-,-
6595,Hot Chips,"North Indian,South Indian",250,Karapakkam,1110,-,P1,-,-
6596,Andy's Bar and Kitchen,"American,Continental,Italian",1000,Malad Link Road,173,15,P1,3.6,548
6599,Tuscana Pizzeria,Italian,1500,Akkari,13,-,P1,3.4,141
6601,BusaGo,"Korean,Vietnamese,Thai,Asian",1000,Pali Naka,519,-,P1,3.7,675
6602,BusaGo,"Korean,Vietnamese,Thai,Asian",1000,BKC,254,-,P1,3.7,515
6603,BusaGo,"Korean,Vietnamese,Thai,Asian",1000,N. M. Joshi Marg,172,-,P2,3.8,47
6609,Oye Punjabi's,"North Indian,Mughlai",250,Lajpat Nagar,1021,126,P2,3.5,85
6615,Falafel's,Lebanese,600,Infiniti Mall,88,-,P4,-,-
6619,Red Dot,"Mughlai,North Indian,Chinese",1000,Yashodham,343,17,P2,3,255
6621,Theobroma,"Cafe,Fast Food,Bakery",600,Breach Candy,415,35,P0,3.8,44
6622,Theobroma,"Cafe,Fast Food,Bakery",600,Near Jaslok Hospital,534,-,P0,3.8,213
6627,Delhi Zaika,"Mughlai,North Indian,Chinese",800,M.S Ali Road,451,147,P3,3.4,284
6628,Malwani Chaska,"North Indian,Chinese,Seafood,Malwani",550,"Ghatkopar Bus Depot, Ghatkopar East",342,13,P5,2.8,69
6632,Ice Cream Works,"Desserts,Beverages,Ice Cream",300,Shivaji Park,286,26,P2,3.7,139
6633,Ice Cream Works,"Desserts,Beverages,Ice Cream",300,R City Mall,72,-,P2,3.8,87
6634,Ice Cream Works,"Desserts,Beverages,Ice Cream",300,Phoenix Market City Mall,83,-,P2,-,-
6635,Ice Cream Works,"Desserts,Beverages,Ice Cream",300,Oberoi Mall,258,17,P2,3.6,64
6636,Ice Cream Works,"Desserts,Beverages,Ice Cream",300,Inorbit Mall,72,-,P3,3.3,34
6639,Subway,"American,Fast Food",400,Kandanchavadi,732,-,P2,3.5,24
6640,1Tablespoon,"Italian,Pizzas,Desserts",500,Todi Mills,155,-,P1,-,-
6640,1Tablespoon Pizza Kitchen,"Italian,Pizzas,Desserts",500,Todi Mills,148,-,P1,-,-
6641,Wangs Kitchen,Chinese,700,Elements Mall,217,-,BLANK,0,3
6643,Cafe Fumo,"Chinese,Italian,Cafe",1500,Bhulabhai Desai Road,13,3,P2,2.8,109
6645,Lume,"North Indian,Italian",1200,"Teli Gali, Andheri East",21,1,P1,3.8,227
6647,Prince Of China,"Chinese,Thai",850,Greater Kailash 2,233,-,P2,3.2,71
6648,Cream Centre,"Italian,Mexican,Indian",1100,R City Mall,70,1,P1,3.4,462
6649,Cream Centre,"Italian,Mexican,Indian",1100,Inorbit Mall,55,-,P1,2.6,496
6650,Cream Centre,"Italian,Mexican,Indian",1100,Phoenix Market City Mall,42,-,P0,-,-
6651,Cream Centre,"Italian,Mexican,Indian",1100,Oberoi Mall,243,4,P1,3.3,819
6652,Spirit,"North Indian,Chinese,Seafood,Mughlai",850,"LBS Marg, Ghatkopar West",295,20,P1,-,-
6657,Diva Maharashtracha,"North Indian,Goan,Seafood,Maharashtrian",1000,Shivaji Park,53,-,P1,3.9,397
6658,Dakshin Culture Curry,"Goan,North Indian,Seafood,Maharashtrian",1700,Kataria Road,79,1,P2,3.6,95
6661,Daffodils 23,"North Indian,Chinese,Continental,Mexican",900,Chincholi Bunder,32,7,P2,3.3,217
6662,Zinc Lounge and Kitchen,"North Indian,Chinese,Continental",1200,Malad,4,1,P0,3.7,238
6663,Mughal Dhaba,"North Indian,Chinese,Mughlai",500,"LBS Marg, Kurla West",57,6,P4,2.6,13
6664,Goa Portuguesa,"Goan,North Indian,Seafood,Maharashtrian",1300,Shivaji Park,97,-,P2,4.1,931
6694,TGI Fridays,"American,Mexican",1000,Palladium Mall,55,2,P3,3.6,1801
6695,TGI Fridays,"American,Mexican",1000,R City Mall,44,-,P1,3.6,1144
6696,TGI Fridays,"American,Mexican",1200,MG Road,25,1,P3,3.7,752
6697,TGI Fridays,"American,Mexican",1200,DLF Place Mall,15,1,P3,3.7,1061
6698,TGI Fridays,"American,Mexican",1200,DLF Place Mall,32,-,P3,3.7,1087
6699,TGI Fridays,"American,Mexican",1000,Seasons Mall,96,-,P1,3.8,924
6700,TGI Fridays,"American,Mexican",1000,Forum Sujana Mall,93,4,P3,3.4,637
6702,TGI Fridays,"American,Mexican",1000,Bannerghatta Road,97,-,P1,3.7,1043
6703,TGI Fridays,"American,Mexican",1000,Trinity Circle,75,5,P1,3.7,1078
6704,Subway,Fast Food,300,Nandanam,1397,-,P2,3.4,68
6709,Cafe Milano,"Italian,Fast Food,Cafe",200,Clover Corner,401,41,P1,-,-
6716,Dakshin,"North Indian,Chinese",400,Sant Tukaram Nagar,92,-,P3,3.1,64
6717,The Village,"North Indian,Chinese",250,Sant Tukaram Nagar,165,-,P2,3.2,57
6719,Cafe Coffee Hutt,"Fast Food,Cafe",200,Sector 26,231,-,P2,-,-
6720,Delhi Spice,"North Indian,Chinese,Mughlai",600,FC Road,60,-,P0,4,375
6723,Spring Onion,"Chinese,Thai",500,Bhandarkar Road,557,-,P1,4,345
6724,Dindigul Thalappakatti,"Chinese,Biryani,South Indian",650,Besant Nagar,197,-,P1,3.4,340
6726,Little Italy,"Italian,Mexican",500,Off Model Colony,137,-,P0,4.1,1663
6727,Little Italy,"Italian,Mexican",500,Trsla Crest,80,-,P1,3.8,284
6728,Little Italy,"Italian,Mexican",500,Bund Garden Road,105,-,P0,4.2,620
6729,Terttulia,"Fast Food,European",1100,South Main Road,144,-,P0,-,-
6731,Beetroot Bistro,"Italian,Fast Food",600,Next to Cafe 1730,70,-,P1,4,668
6744,Quick Bite Cafe,"South Indian,Fast Food",350,CIT Road,88,-,BLANK,-,-
6745,Tibbs Frankie,Street Food,100,Hanuman Tekdi Road,218,-,P1,-,-
6746,Tibbs Frankie,Fast Food,100,Vijay Nagar Colony,402,-,P1,-,-
6747,Tibbs Frankie,Fast Food,100,Srinagar Colony Main Road,212,-,P1,-,-
6749,Biryani Art,"North Indian,Chinese,Hyderabadi",500,Puppalaguda,1790,-,P3,3.6,119
6758,Beijing Bites,"Chinese,Thai",950,HMT Layout,336,-,P2,2.6,95
6762,Gharana,"North Indian,Chinese",400,Ajaynagar,2,-,P3,-,-
6763,Naushijaan,"North Indian,Biryani,Mughlai,Awadhi",700,Kasba,682,-,P1,3.4,573
6764,Salt & Spice(cafe jalapeno),"North Indian,Chinese,Continental",350,Kalikapur,37,-,BLANK,-,-
6768,The Blue Poppy,"Chinese,Tibetan,Nepalese,Bhutanese",150,"Sector 3,At Sikkim House",612,-,P1,-,-
6769,Lazeez Express Ruby,"North Indian,Mughlai",400,Kasba,1084,-,P1,3.2,409
6770,Burger You,Fast Food,400,Kasba,41,-,P1,4,400
6771,La Komida,"North Indian,Chinese,Mexican,Continental,Italian,Thai,Lebanese",850,Near Jadavpur Thana,166,-,P4,3.7,115
6772,Azad Hind Dhaba,"North Indian,Fast Food",600,East Kolkata Township,552,-,P3,2.3,150
6773,Go Green-Kankurgachi,"North Indian,Chinese,Mexican,Lebanese",700,Kakurgachi Crossing,112,-,P2,3.2,197
6775,Petuk,"Chinese,Fast Food,Mughlai",350,"Near Sujata Sadan Theater, Hazra",168,-,P4,-,-
6776,Raj Restaurant,"Italian,South Indian,Street Food",300,Near Rash Behari Avenue,1292,-,P2,3.6,319
6777,Ghare Baire,Bengali,700,"Harish Mukherjee Road,Bhawanipur",68,-,P3,-,-
6778,Raajbarir Khawa,Bengali,500,Santoshpur,459,-,P5,2.6,241
6780,Rooftop View,"South Indian,Fast Food",300,Lee Road,138,-,P3,3.5,380
6781,Go Lebanese,Lebanese,350,Ajoy Nagar,690,-,P3,-,-
6783,Kaidi Kitchen,"North Indian,Chinese,Italian,Mexican,Thai",1300,Camac Street,106,-,P1,3.8,1089
6784,ROZARIO'S By Kurry Klub,"Italian,Mexican,Indian",800,Sarat Bose Road,5,-,P2,-,-
6790,Crossroad Crystal,"North Indian,Chinese,Continental",650,Raj Danga Main Road,186,-,P2,3.8,133
6793,The Biryania,Biryani,300,ABOVE ROSE COLLECTION,558,115,P2,3.6,119
6794,Cook Sum Curry,"North Indian,Chinese",500,Dwarka,111,23,P5,3.6,59
6797,Tandoor Se,"Mughlai,North Indian",600,BKC,95,-,P5,2.9,49
6800,Aahar,"North Indian,Chinese,South Indian,Fast Food",400,DLP Phase 3,864,-,P3,2.1,60
6801,Suraj Multicuisine Restaurant,"North Indian,Chinese",300,Ayyappa Society,107,-,P5,-,-
6803,Squisito,"Italian,Mexican",600,Near Great Punjab,92,-,P0,4,566
6805,Mahabaleshwar Berry Bash,"Desserts,Cafe,Beverages,Ice Cream",250,"Rose Icon, Near Vijaya Bank",98,10,P2,4.1,118
6807,Sholay,"North Indian,Mughlai",650,Vishalnagar,200,-,P5,3,282
6808,Sholay,"North Indian,Mughlai",650,Sai Orchard,497,-,P5,3,135
6809,Shaolin,"Chinese,Seafood",600,Vishalnagar,328,-,P1,3.6,294
6811,Shaolin,"Chinese,Seafood",600,Simran Corner,251,-,P1,3.5,326
6824,Oye Hoye (100% Veg),"North Indian,Punjabi",200,Kalyan nagar,53,-,P2,-,-
6825,Pind Balluchi,"Mughlai,North Indian",1000,Garuda Mall,141,-,P1,3.6,784
6827,Sbarro,"Italian,Fast Food",400,Mantri Mall,79,-,P2,2.6,107
6828,Sbarro,"Italian,Fast Food",400,Orion Mall,60,-,P1,2.4,214
6829,Sbarro,"Italian,Fast Food",400,Phoenix Market City Mall,102,-,P5,2.7,216
6830,Hotel Prashanth,South Indian,350,Rajajinagar,1741,1,P2,-,-
6831,Jade Chinese Cuisine,Chinese,500,AECS Layout,607,-,BLANK,-,-
6835,Vanani,"North Indian,Chinese,Biryani,Tandoor",500,Banashankari,112,-,P2,2.7,150
6836,The Pizzeria,"Italian,Fast Food,Salads,Pizzas",600,Collage Teachers Layout,102,-,P3,2.5,29
6838,Sugarama,"Desserts,Bakery",500,South Ex,84,-,P1,4.2,304
6842,Cafe Terra,Cafe,500,80 Feet Road,1177,-,P2,3.6,584
6843,Cafe Of Joy,Cafe,800,Siddhapura,46,-,P3,-,-
6850,New Shanthi Sagar,"North Indian,South Indian,Fast Food",200,Sampige Road,1786,-,P3,-,-
6851,Agrawala Sweets,"Desserts,South Indian,Street Food",250,JN Road,261,-,P1,-,-
6852,Suraj Multicuisine Restaurant,"North Indian,Chinese",300,Gachibowli Cross Road,77,-,BLANK,-,-
6855,Hangla's,"Bengali,Fast Food",400,Hiranandani Gardens,1498,-,P5,3.2,282
6856,Hangla's,"Bengali,Fast Food",400,JB Nagar,1696,-,P3,2.7,110
6857,Hangla's,"Bengali,Fast Food",400,Adarsh Nagar,570,-,P4,-,-
6858,Hangla's,"Bengali,Fast Food",400,Opposite Peninsula Business Park,1822,-,P3,2.7,79
6861,Mint Masala,"North Indian,Chinese,Continental",375,Bashyam Circle,180,-,P1,3.2,348
6862,Baskin Robbins,"Desserts,Ice Cream",250,National College,63,11,P4,2.8,32
6863,Baskin Robbins,"Desserts,Ice Cream",250,Inorbit Mall Malad West,65,13,P2,3.4,37
6865,Baskin Robbins,"Desserts,Ice Cream",250,"Kandarpada, Dahisar West",44,3,P3,2.7,20
6866,Baskin Robbins,"Desserts,Ice Cream",250,Hiranandani Gardens,472,124,P2,3.7,66
6867,Baskin Robbins,"Desserts,Ice Cream",250,"Orlem, Malad West",113,6,P2,-,-
6868,Baskin Robbins,"Desserts,Ice Cream",250,Warden Road,117,16,P4,3.2,15
6873,Baskin Robbins,"Desserts,Ice Cream",250,"Madanlal Dhingra,  Panch Pakhadi",77,11,P2,2.8,15
6875,HongKong Garden,"Chinese,Thai",500,N.S. Palya,144,-,BLANK,2.6,6
6876,Baskin Robbins,Ice Cream,250,Satellite Towers,200,-,P2,2.8,16
6879,Hangla's,"Bengali,Fast Food",400,Bandstand,419,-,BLANK,2.9,25
6882,Baskin Robbins,Desserts,250,Shivaji Park,107,-,P2,3.1,46
6885,Baskin Robbins,Desserts,250,Andheri East,140,21,P5,-,-
6888,Baskin Robbins,"Desserts,Ice Cream",250,Girgaum,273,74,P5,3.1,35
6890,Baskin Robbins,Ice Cream,250,Opp. City Hospital,257,13,P5,0,1
6892,Baskin Robbins,"Desserts,Ice Cream",250,chandivali,739,139,P2,3.5,33
6893,Bawi Bride Kitchen,"Parsi,Desserts",700,Dr. Ambedkar Road,91,-,P3,-,-
6894,Chervil,"Chinese,Continental,Indian,Salads",650,JP Nagar,140,-,P5,3.4,41
6896,Baskin Robbins,"Desserts,Ice Cream",200,"Thakur Complex, Kandivali East",38,3,P2,0,0
6898,Baskin Robbins,"Desserts,Ice Cream",250,LJ Road,160,22,P2,3.1,45
6903,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,1st Block,1695,-,P2,3.8,254
6904,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,Doddanakundi Village,1401,-,P3,-,-
6905,Baskin Robbins,"Desserts,Ice Cream",250,Teen batti,93,7,P2,3,30
6906,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,1st Stage,1419,-,P1,3.7,642
6907,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,HSR 3rd Sector,1748,-,P2,3.4,153
6908,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,Dinnur Main Road,1049,-,P2,-,-
6909,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,Green Glen Layout,1001,-,P1,-,-
6911,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,Varthur Main Road,1272,-,P2,-,-
6915,Grand Dawath,"North Indian,Chinese,South Indian",150,Madhura Nagar,314,5,BLANK,-,-
6916,9 Wiings,"Chinese,Seafood,Mughlai,Malwani",500,Opposite HUB Mall,85,2,P2,3.6,155
6917,Eagle Boys Pizza,"Fast Food,Pizzas",600,Chandivali,675,100,P5,2.6,218
6922,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,Aditya Complex,574,-,P2,3.6,183
6924,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,Aga Abdullah Street,1115,-,P3,3.5,124
6926,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,Dr Rajkumar Road,1140,-,P1,3,163
6927,Bombay Juice,"Fast Food,Chaat,Juices,Street Food",250,Sultan Bazar,1594,289,P2,-,-
6928,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,2nd Stage,843,-,P2,-,-
6929,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,Krishna Reddy Colony,1336,-,BLANK,-,-
6930,Carter's Express,"North Indian,Mughlai,Lebanese",600,Carter Road,570,27,BLANK,3.4,329
6934,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,5th Phase,1586,-,P2,-,-
6935,FreshMenu,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese",500,Coles Road,1713,-,P2,3.2,86
6936,Mayur Parathas,North Indian,100,Boggulkuntta Crossroad,86,7,BLANK,-,-
6940,Baskin Robbins,Desserts,250,Worli,225,-,P2,3.3,32
6941,Sai-Yo!,"North Indian,Chinese",650,Jalvayu Towers,191,-,P3,3.3,44
6942,Chowringhee,Biryani,600,Satyaniketan,301,-,P1,-,-
6943,Baskin Robbins,Desserts,250,Vile Parle East,178,14,P2,2.5,22
6949,Baskin Robbins,"Desserts,Ice Cream",250,Metro Cinema,112,24,P5,-,-
6950,Majestic International Restaurant,"Chinese,Andhra,Biryani",400,RTC X Roads,97,-,P2,-,-
6954,Five Fat Monks,"Chinese,Asian",900,R City Mall,132,-,P1,3.5,756
6956,Five Fat Monks,"Chinese,Asian",900,Waterfield Road,385,27,P1,3.5,1740
6959,Big Jack's,"American,Continental",700,DLF Phase 4,159,90,P1,3.5,131
6961,Baskin Robbins,"Desserts,Ice Cream",250,Cuff Parade,144,11,P4,-,-
6962,Baskin Robbins,"Desserts,Ice Cream",250,WADALA,63,5,P3,-,-
6963,Ni Hao,"Chinese,Thai",550,BKC,86,-,P5,2.7,40
6968,Baskin Robbins,"Ice Cream,Desserts",250,Bahudaji Road,301,15,P4,2.8,17
6973,Baskin Robbins,Desserts,250,Mulund West,176,-,P5,-,-
6974,Baskin Robbins,"Desserts,Ice Cream",250,Ghatkopar,80,-,P2,3.3,24
6975,Baskin Robbins,Desserts,250,Malad NL Colleg,41,13,P5,-,-
6979,Baskin Robbins,Desserts,250,Kandivali - Thakur Village,101,9,P5,2.5,31
6982,Jumbo King,Fast Food,250,Mind Space,260,-,BLANK,-,-
6988,Jumbo King,Fast Food,250,S V Road,30,-,P5,-,-
6990,Jumbo King,Fast Food,250,Santosh Enterprises,174,-,BLANK,-,-
6991,Jumbo King,Fast Food,250,Sakinaka,236,-,P5,0,2
6992,Jumbo King,Fast Food,250,Andheri East Metro,74,-,BLANK,-,-
6994,Santosh Dhaba Exclusive,"North Indian,Chinese",300,Hanuman Tekdi,4397,1153,P3,4,524
6996,Almond House,Desserts,500,Road No 12,120,-,P2,-,-
6997,Almond House,Desserts,500,Road No 2,358,-,P1,4.1,99
6998,Jai Durga Maa Curry Point,North Indian,150,Mayur Marg,251,-,P2,-,-
6999,My Home Dhaba,North Indian,300,Janardhan Reddy Nagar,140,-,BLANK,3.2,43
7000,Pepper Jack,"Italian,Pizzas,Fast Food",450,Chinna Anjaiah Nagar,1966,694,P5,3.4,72
7002,Angaara,"Chinese,Indian,Tandoor",250,Street 4,879,50,P5,2.6,54
7003,Almond House,Desserts,300,Himayath Nagar Road,482,-,P3,3.9,110
7004,Almond House,Desserts,500,Road No 36,255,-,P5,3.6,19
7006,Jarlie - Fine Desserts,Desserts,200,Lanco hills,107,-,BLANK,-,-
7007,Hotch Potch,Desserts,300,PG Road,284,23,P3,-,-
7008,La Folie Patisserie,"Desserts,Cafe,Bakery",800,Kala Ghoda,53,-,P1,4.3,711
7009,La Folie Labs,"Desserts,Cafe,Bakery",800,Hill Road,308,2,P0,4.2,469
7014,Sujata Veg Treat,"North Indian,Biryani,South Indian,Fast Food",450,Ranade Road,412,18,P1,3.5,233
7015,Nanak Sai,"North Indian,Chinese,Fast Food",500,Khar West,361,-,P3,-,-
7018,Brunch n Munch,"Cafe,European",600,Near Orlem Church,538,-,P1,3.8,622
7023,Nothing But Chicken,Fast Food,500,Opposite Inorbit Mall,117,-,BLANK,3.3,100
7024,Nothing But Chicken,Fast Food,500,Lokhandwala Market,145,-,P3,-,-
7026,Nothing But Chicken,Fast Food,500,7 Bungalows,237,-,P4,3.4,101
7027,Nothing But Chicken,Fast Food,500,Opposite Pali Market Police Chowky,305,-,BLANK,3.6,32
7029,Golden Wave Restaurant,"North Indian,Chinese,Continental",1000,Santacruz East,21,2,P2,3.3,58
7030,Jain SubKuchh Food Plaza,"Street Food,North Indian,Chinese,Desserts,South Indian,Fast Food",550,Near Inorbit Mall,1799,12,P1,3.5,418
7031,Cream Centre,"Italian,Mexican,Indian",1100,High Street Phoenix Mall,177,-,P1,3.6,683
7032,Giani,"Ice Cream,Desserts",150,C Block,355,-,P2,3.5,38
7033,Cafe Coffee Day,"Cafe,Fast Food",275,3rd Stage,210,-,P6,-,-
7034,Cafe Coffee Day,"Cafe,Fast Food",275,Srf Banashankari,18,-,P5,-,-
7035,Cafe Coffee Day,"Cafe,Fast Food",275,4th Block,189,-,P4,-,-
7036,Cafe Coffee Day,"Fast Food,Cafe",275,J P Nagar First Phase,122,14,P3,-,-
7037,Cafe Coffee Day,"Fast Food,Cafe",275,BTM-Waseem Building,75,1,P3,-,-
7038,Cafe Coffee Day,"Fast Food,Cafe",275,Puttennahalli,145,-,P5,-,-
7039,Cafe Coffee Day,"Fast Food,Cafe",275,BTM 2nd Stage,199,7,BLANK,-,-
7040,Cafe Coffee Day,"Fast Food,Cafe",275,Vijaya Bank Layout,270,-,BLANK,-,-
7041,Cafe Coffee Day,"Fast Food,Cafe",275,Bull Temple Road,76,-,P5,-,-
7042,Cafe Coffee Day,"Fast Food,Cafe",275,Lakksandra,268,-,P5,-,-
7043,Cafe Coffee Day,"Fast Food,Cafe",275,Ashoka Pillar,43,-,P5,-,-
7044,Cafe Coffee Day,"Fast Food,Cafe",275,Sampige Road,170,-,P4,-,-
7045,Cafe Coffee Day,"Fast Food,Cafe",275,Dr. Rajkumar Road,79,-,P3,-,-
7046,Cafe Coffee Day,"Fast Food,Cafe",275,Sheshadripuram,74,-,P5,-,-
7047,Cafe Coffee Day,"Fast Food,Cafe",275,MSR,194,1,P4,-,-
7048,Cafe Coffee Day,"Fast Food,Cafe",275,R.T. Nagar,150,5,P2,-,-
7049,Cafe Coffee Day,"Fast Food,Cafe",275,Doddabanaswadi,206,-,P5,-,-
7050,Cafe Coffee Day,"Fast Food,Cafe",275,HRBR Manu Plaza,149,5,P3,-,-
7051,Cafe Coffee Day,"Fast Food,Cafe",275,Kamanahalli,149,3,BLANK,-,-
7052,Cafe Coffee Day,"Fast Food,Cafe",275,Banaswadi Hennur Ring Road,138,-,P3,-,-
7053,Cafe Coffee Day,"Fast Food,Cafe",275,4th Block,324,2,P4,-,-
7054,Cafe Coffee Day,"Fast Food,Cafe",275,Money Center,186,15,P3,-,-
7055,Cafe Coffee Day,"Fast Food,Cafe",275,Ard-Complex,124,6,P5,-,-
7056,Cafe Coffee Day,"Fast Food,Cafe",275,Hosur Sajapur Road,72,-,BLANK,-,-
7057,Cafe Coffee Day,"Fast Food,Cafe",275,Cunningham Road,99,9,BLANK,-,-
7058,Cafe Coffee Day,"Fast Food,Cafe",275,Palace Orchard,74,-,P5,-,-
7059,Cafe Coffee Day,"Fast Food,Cafe",275,Sarakki 5th Phase,241,33,P3,-,-
7060,Cafe Coffee Day,"Fast Food,Cafe",275,Near Krishna Temple,203,16,P4,-,-
7061,Cafe Coffee Day,"Fast Food,Cafe",275,HSR Sector 4,777,33,P5,-,-
7062,Cafe Coffee Day,"Fast Food,Cafe",275,Brooke Fields,350,14,P3,-,-
7063,Cafe Coffee Day,"Fast Food,Cafe",275,100 Feet Road,176,7,P3,-,-
7064,Cafe Coffee Day,"Fast Food,Cafe",275,Jeevan Bhima Nagar,253,2,P5,-,-
